Model,MSO2024
Firmware Version,1.52

Point Format,Y
Horizontal Units,S
Horizontal Scale,0.01
Sample Interval,3.2e-05
Filter Frequency,2e+08
Record Length,3125
Gating,0.0% to 100.0%
Probe Attenuation,1
Vertical Units,V
Vertical Offset,0
Vertical Scale,0.02
Label,
TIME,CH1
1.0760e-01,0.0644844
1.0763e-01,0.0675812
1.0766e-01,0.0700625
1.0770e-01,0.0717031
1.0773e-01,0.0713406
1.0776e-01,0.0671031
1.0779e-01,0.0603094
1.0782e-01,0.0549969
1.0786e-01,0.0503312
1.0789e-01,0.0459094
1.0792e-01,0.0416406
1.0795e-01,0.0378125
1.0798e-01,0.0339875
1.0802e-01,0.0314375
1.0805e-01,0.030225
1.0808e-01,0.0294
1.0811e-01,0.0280437
1.0814e-01,0.0268281
1.0818e-01,0.0266375
1.0821e-01,0.0271969
1.0824e-01,0.0262937
1.0827e-01,0.025475
1.0830e-01,0.0258156
1.0834e-01,0.0257
1.0837e-01,0.0261562
1.0840e-01,0.0262125
1.0843e-01,0.0255094
1.0846e-01,0.0257594
1.0850e-01,0.0264187
1.0853e-01,0.0262906
1.0856e-01,0.0275844
1.0859e-01,0.028025
1.0862e-01,0.0274094
1.0866e-01,0.0276531
1.0869e-01,0.0276562
1.0872e-01,0.0290375
1.0875e-01,0.0293344
1.0878e-01,0.030075
1.0882e-01,0.0296281
1.0885e-01,0.028825
1.0888e-01,0.0284625
1.0891e-01,0.0285562
1.0894e-01,0.0286781
1.0898e-01,0.0281062
1.0901e-01,0.0277687
1.0904e-01,0.0274687
1.0907e-01,0.0275969
1.0910e-01,0.0280844
1.0914e-01,0.0277844
1.0917e-01,0.0285594
1.0920e-01,0.0289812
1.0923e-01,0.0287469
1.0926e-01,0.0283625
1.0930e-01,0.0294719
1.0933e-01,0.0299312
1.0936e-01,0.031625
1.0939e-01,0.0342469
1.0942e-01,0.0381906
1.0946e-01,0.0432062
1.0949e-01,0.0477781
1.0952e-01,0.0513125
1.0955e-01,0.0556781
1.0958e-01,0.0598906
1.0962e-01,0.0586406
1.0965e-01,0.0553687
1.0968e-01,0.0506875
1.0971e-01,0.0456906
1.0974e-01,0.0409219
1.0978e-01,0.036975
1.0981e-01,0.0343187
1.0984e-01,0.0328687
1.0987e-01,0.0321562
1.0990e-01,0.0312812
1.0994e-01,0.0309812
1.0997e-01,0.0305531
1.1000e-01,0.0297437
1.1003e-01,0.0297875
1.1006e-01,0.0300437
1.1010e-01,0.0297969
1.1013e-01,0.0302062
1.1016e-01,0.0295094
1.1019e-01,0.0294187
1.1022e-01,0.0287531
1.1026e-01,0.028375
1.1029e-01,0.0282531
1.1032e-01,0.0288437
1.1035e-01,0.0283094
1.1038e-01,0.0285812
1.1042e-01,0.0283281
1.1045e-01,0.0289406
1.1048e-01,0.0292156
1.1051e-01,0.0288219
1.1054e-01,0.0286719
1.1058e-01,0.0287562
1.1061e-01,0.0298875
1.1064e-01,0.0336844
1.1067e-01,0.0391094
1.1070e-01,0.0454687
1.1074e-01,0.0504219
1.1077e-01,0.0569219
1.1080e-01,0.062475
1.1083e-01,0.0633469
1.1086e-01,0.0630875
1.1090e-01,0.0610187
1.1093e-01,0.0565094
1.1096e-01,0.0503031
1.1099e-01,0.0446469
1.1102e-01,0.0404875
1.1106e-01,0.0378312
1.1109e-01,0.0356594
1.1112e-01,0.03315
1.1115e-01,0.0307312
1.1118e-01,0.0298094
1.1122e-01,0.0292656
1.1125e-01,0.0286281
1.1128e-01,0.0281312
1.1131e-01,0.0281094
1.1134e-01,0.0283
1.1138e-01,0.0289219
1.1141e-01,0.0285094
1.1144e-01,0.0277375
1.1147e-01,0.028675
1.1150e-01,0.0289125
1.1154e-01,0.0281312
1.1157e-01,0.0281062
1.1160e-01,0.0277656
1.1163e-01,0.0283125
1.1166e-01,0.0283469
1.1170e-01,0.0279469
1.1173e-01,0.0279406
1.1176e-01,0.02815
1.1179e-01,0.0280312
1.1182e-01,0.0281031
1.1186e-01,0.0283656
1.1189e-01,0.0281906
1.1192e-01,0.0283687
1.1195e-01,0.028525
1.1198e-01,0.0293094
1.1202e-01,0.0306187
1.1205e-01,0.0326312
1.1208e-01,0.0366312
1.1211e-01,0.0418562
1.1214e-01,0.0476812
1.1218e-01,0.0524875
1.1221e-01,0.0558344
1.1224e-01,0.0560969
1.1227e-01,0.0548
1.1230e-01,0.0505844
1.1234e-01,0.0463687
1.1237e-01,0.0424312
1.1240e-01,0.0395531
1.1243e-01,0.0363344
1.1246e-01,0.0348062
1.1250e-01,0.0336875
1.1253e-01,0.0321812
1.1256e-01,0.0315031
1.1259e-01,0.0307156
1.1262e-01,0.03145
1.1266e-01,0.0304594
1.1269e-01,0.029175
1.1272e-01,0.0282969
1.1275e-01,0.0287031
1.1278e-01,0.0284906
1.1282e-01,0.0285312
1.1285e-01,0.028
1.1288e-01,0.0271969
1.1291e-01,0.0264469
1.1294e-01,0.0261687
1.1298e-01,0.0264062
1.1301e-01,0.0277969
1.1304e-01,0.0301344
1.1307e-01,0.0334062
1.1310e-01,0.0373719
1.1314e-01,0.0442562
1.1317e-01,0.0527687

